Data location,Date born,Date imaged,Date screened/Initial feedback,End of imaging time,Imaged Locations,Mounting Orientation,Start of imaging time,Time mounted,Time placed in scope,Unique Targets,Unique Targets with blanks,ZF female genotype,ZF male genotype,additional mRNAs injected,additional plasmids injected,additonal dye and chemicals,additonal proteins injected,dataset,date_experiment,date_mount,fish,genotype_allele_codes,genotype_base_codes,mount_id,parent_female,parent_male,roi_dir,roi_name,roi_rel,roi_tiffs,treatment_plasmid_base_codes,treatment_rna_base_codes,genotype_marker_fusion_labels,genotype_marker_localizations,genotype_marker_fluor_loc_labels,genotype_marker_fusion_loc_labels,treatment_marker_fusion_labels,treatment_marker_localizations,treatment_marker_fluor_loc_labels,treatment_marker_fusion_loc_labels,all_unique_organelles,all_fluor_organelles
X:\abcabc\Korra_Foundation\20250609_mem-histone\fish11_72hpf_roi1,2025-06-06,2025-06-09,,,"spinal_cord, skin, muscle, hindbrain, tail, neuromast, blood vessel",DH,,,,nuclei,nuclei,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),mScarlet3-S2:H2B,,,,korra,20250605_skittlez,2025-06-09,fish11_roi1,pDQM005:301,pDQM005,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish11_roi1,fish11_roi1,fish11_roi1,96,,pDQM117,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
X:\abcabc\Korra_Foundation\20250606_skittlez,2025-06-05,2025-06-06,,,"spinal_cord, skin, muscle, hindbrain, brain, eye, tail",,,,skittlez x 15,membrane,",membrane",Jim (F2 of allele 316),Ben (F2 of allele 310),"phiC-NLS, 2xLynk:mSG",,,,korra,20250605_skittlez,2025-06-06,fish11_roi2,pDQM059:316,pDQM059,,Jim (F2 of allele 316),Ben (F2 of allele 310),/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish11_roi2,fish11_roi2,fish11_roi2,120,,nan,gfp,,gfp,gfp,,,,,,gfp
X:\abcabc\Korra_Foundation\20250605_skittlez,2025-06-04,2025-06-05,,,"spinal_cord, skin, muscle, hindbrain, brain, eye, tail",,,,skittlez x 14,membrane,",membrane",Dennis (F2 of allele 318),Abe (F2 of allele 309),"phiC-NLS, 2xLynk:mSG",,,,korra,20250605_skittlez,2025-06-05,fish12_roi1,pDQM036:318,pDQM036,,Dennis (F2 of allele 318),Abe (F2 of allele 309),/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish12_roi1,fish12_roi1,fish12_roi1,96,,nan,,,,,,,,,,
X:\abcabc\Korra_Foundation\20250603_skittlez,2025-06-02,2025-06-03,,,"spinal_cord, skin, muscle, hindbrain, brain, tail",,,,skittlez x 17,membrane,",membrane",Liam (F2 of allele 321),Chris (F1 of allele 317),"phiC-NLS, 2xLynk:mSG",,,,korra,20250605_skittlez,2025-06-03,fish13_roi1,pDQM059:321,pDQM059,,Liam (F2 of allele 321),Chris (F1 of allele 317),/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish13_roi1,fish13_roi1,fish13_roi1,96,,nan,gfp,,gfp,gfp,,,,,,gfp
X:\abcabc\Korra_Foundation\20250602_mem,2025-05-30,2025-06-02,,,"spinal_cord, skin, muscle, neuromast, notochord, blood vessel",LHDT,,,,,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),,,,,korra,20250605_skittlez,2025-06-02,fish13_roi2,pDQM005:302,pDQM005,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish13_roi2,fish13_roi2,fish13_roi2,96,,,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,,,,membrane,tdmSG(membrane)
X:\abcabc\Korra_Foundation\20250530_mem-histone\,2025-05-28,2025-05-30,,8:45 AM (day+2),"spinal_cord, skin, muscle, hindbrain, tail, neuromast",DT,11:45:00,,11:00:00,nuclei,nuclei,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),mScarlet3-S2:H2B,,,,korra,20250605_skittlez,2025-05-30,fish14_roi1,pDQM005:302,pDQM005,,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish14_roi1,fish14_roi1,fish14_roi1,96,,pDQM117,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
X:\abcabc\Korra_Foundation\20250528_mem-histone\fish1,2025-05-27,2025-05-29,,12:40:00,"spinal_cord, skin, muscle, hindbrain",DT,07:15:00,,17:00:00,nuclei,nuclei,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),mScarlet3-S2:H2B,,,,korra,20250605_skittlez,2025-05-29,fish1_roi1,pDQM005:302,pDQM005,,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish1_roi1,fish1_roi1,fish1_roi1,90,,pDQM117,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
X:\abcabc\Korra_Foundation\20250529_skittlez,2025-05-28,2025-05-29,2025-05-29 00:00:00,,"spinal_cord, skin, muscle, hindbrain, notochord, brain, tail, eye",,,,skittlez x 15,,,Jim (F2 of allele 316),Ben (F2 of allele 310),"phiC-NLS, 2xLynk:mSG, mChilada:H2B",,,,korra,20250605_skittlez,2025-05-29,fish2_roi1,pDQM059:316,pDQM059,,Jim (F2 of allele 316),Ben (F2 of allele 310),/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish2_roi1,fish2_roi1,fish2_roi1,72,,nan,gfp,,gfp,gfp,,,,,,gfp
X:\abcabc\Korra_Foundation\20250528_skittlez\fish1,2025-05-27,2025-05-28,2025-05-28 00:00:00,,skittles test,DT,,,,,,,,,,,,korra,20250605_skittlez,2025-05-28,fish2_roi12,,,,,,/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish2_roi12,fish2_roi12,fish2_roi12,72,,,,,,,,,,,,
X:\abcabc\Korra_Foundation\20250528_mem-histone\fish2,2025-05-27,2025-05-28,,20:45:00,"skin, brain",VHUHE,17:30:00,,17:00:00,nuclei,nuclei,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),mScarlet3-S2:H2B,,,,korra,20250605_skittlez,2025-05-28,fish3_roi12,pDQM005:302,pDQM005,,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish3_roi12,fish3_roi12,fish3_roi12,72,,pDQM117,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
X:\abcabc\Korra_Foundation\20250528_mem-histone\fish3,2025-05-27,2025-05-28,,,"spinal_cord, skin, muscle, hindbrain",DT,20:55:00,,17:00:00,nuclei,nuclei,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),mScarlet3-S2:H2B,,,,korra,20250605_skittlez,2025-05-28,fish3_roi2,pDQM005:302,pDQM005,,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish3_roi2,fish3_roi2,fish3_roi2,72,,pDQM117,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
X:\abcabc\Korra_Foundation\20250523_mem_histone\fish5,,2025-05-23,,over the weekend,"skin, hindbrain, ear, brain, notochord",VHUHE,,,,nuclei,nuclei,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),mScarlet3-S2:H2B,,,,korra,20250605_skittlez,2025-05-23,fish4_roi1,pDQM005:302,pDQM005,,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish4_roi1,fish4_roi1,fish4_roi1,72,,pDQM117,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
X:\abcabc\Korra_Foundation\20250523_mem_histone\fish1-4,2025-05-22,2025-05-23,2025-05-23 00:00:00,over the weekend,"spinal_cord, skin, muscle, hindbrain, notochord, brain, tail",DT,,,fish x 4,nuclei,nuclei,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),mScarlet3-S2:H2B,,,,korra,20250605_skittlez,2025-05-23,fish5_roi1,pDQM005:302,pDQM005,,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish5_roi1,fish5_roi1,fish5_roi1,54,,pDQM117,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
X:\abcabc\Korra_Foundation\20250522_skittlez,2025-05-21,2025-05-22,2025-05-22 00:00:00,,"spinal_cord, skin, muscle, tail, hindbrain, ear, brain, notochord",,,,skittlez x 9,,,,,,,,,korra,20250605_skittlez,2025-05-22,fish5_roi2,,,,,,/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish5_roi2,fish5_roi2,fish5_roi2,54,,,,,,,,,,,,
X:\abcabc\Korra_Foundation\20250520_mem_histone\fish2,,2025-05-21,,,"skin, muscle, spinal_cord, notochord",DT,,,,nuclei,nuclei,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),mScarlet3-S2:H2B,,,,korra,20250605_skittlez,2025-05-21,fish6_roi1,pDQM005:301,pDQM005,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish6_roi1,fish6_roi1,fish6_roi1,72,,pDQM117,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
X:\abcabc\Korra_Foundation\20250521_skittles_no-membrane,2025-05-20,2025-05-21,2025-05-21 00:00:00,,skittles test,,,,,,,Dennis (F2 of allele 318),Abe (F2 of allele 309),phiC-NLS,,,,korra,20250605_skittlez,2025-05-21,fish7_roi1,pDQM036:318,pDQM036,,Dennis (F2 of allele 318),Abe (F2 of allele 309),/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish7_roi1,fish7_roi1,fish7_roi1,72,,nan,,,,,,,,,,
X:\abcabc\Korra_Foundation\20250520_mem_histone\fish4,,2025-05-20,,,"skin, muscle, tail",LHUT,,,,nuclei,nuclei,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),mScarlet3-S2:H2B,,,,korra,20250605_skittlez,2025-05-20,fish8_roi1,pDQM005:301,pDQM005,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish8_roi1,fish8_roi1,fish8_roi1,54,,pDQM117,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
X:\abcabc\Korra_Foundation\20250520_mem_histone\fish5,,2025-05-20,,,"skin, muscle, tail",LHUT,,,,nuclei,nuclei,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),mScarlet3-S2:H2B,,,,korra,20250605_skittlez,2025-05-20,fish9_roi1,pDQM005:301,pDQM005,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish9_roi1,fish9_roi1,fish9_roi1,72,,pDQM117,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
X:\abcabc\Korra_Foundation\20250520_mem_histone\fish2,,2025-05-20,,,"skin, muscle, tail, hindbrain, spinal_cord",DT,,,,nuclei,nuclei,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),mScarlet3-S2:H2B,,,,korra,20250605_skittlez,2025-05-20,fish9_roi2,pDQM005:301,pDQM005,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250605_skittlez/fish9_roi2,fish9_roi2,fish9_roi2,72,,pDQM117,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
X:\abcabc\Korra_Foundation\20250513_skittles (fish12-16),2025-05-14,2025-05-15,2025-05-15 00:00:00,,"spinal_cord, skin, muscle, tail, hindbrain, ear",,11:00:00,,,,,,,phiC-NLS,,,,korra,20250606_skittlez,2025-05-15,fish10_roi1,,,,,,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish10_roi1,fish10_roi1,fish10_roi1,72,,nan,,,,,,,,,,
"X:\abcabc\Korra_Foundation\20250513_skittles (fish4,5)",2025-05-13,2025-05-14,2025-05-14 00:00:00,2:30:00 AM (day+1),"spinal_cord, skin, muscle, tail",,11:00:00,,,,,,,phiC-NLS,,,,korra,20250606_skittlez,2025-05-14,fish11_roi1,,,,,,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish11_roi1,fish11_roi1,fish11_roi1,72,,nan,,,,,,,,,,
X:\abcabc\Korra_Foundation\20250513_skittles(fish1-3),2025-05-12,2025-05-13,2025-05-13 00:00:00,20:00:00,"spinal_cord, skin, muscle, tail",,11:00:00,,,,,,,phiC-NLS,,,,korra,20250606_skittlez,2025-05-13,fish11_roi2,,,,,,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish11_roi2,fish11_roi2,fish11_roi2,72,,nan,,,,,,,,,,
X:\abcabc\Korra_Foundation\20250505_fish_transplant\0509_fish1_transmSG_lifeactHalo,2025-05-08,2025-05-09,2025-05-09 00:00:00,,"spinal_cord, skin, muscle, tail",,,,,"Actin,membrane","Actin,membrane",casper/rnf,casper/rnf,"2xLynk:mChilada, 2xLynk:mSG, Lifeact:Halo",,,,korra,20250606_skittlez,2025-05-09,fish12_roi1,,,,casper/rnf,casper/rnf,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish12_roi1,fish12_roi1,fish12_roi1,72,,,,,,,,,,,,
,2025-05-08,2025-05-09,2025-05-09 00:00:00,,"spinal_cord, skin, muscle, tail",,,,,"Actin,membrane","Actin,membrane",casper/rnf,casper/rnf,"2xLynk:mChilada, 2xLynk:mSG, Lifeact:Halo",,,,korra,20250606_skittlez,2025-05-09,fish12_roi2,,,,casper/rnf,casper/rnf,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish12_roi2,fish12_roi2,fish12_roi2,72,,,,,,,,,,,,
X:\abcabc\Korra_Foundation\20250505_fish_transplant\0508_fish1_mem-mchilada_transmSG,2025-05-07,2025-05-08,2025-05-08 00:00:00,,"spinal_cord, skin, muscle, tail",,,,,membrane,membrane,casper/rnf,casper/rnf,"2xLynk:mChilada, 2xLynk:mSG",,,,korra,20250606_skittlez,2025-05-08,fish13_roi1,,,,casper/rnf,casper/rnf,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish13_roi1,fish13_roi1,fish13_roi1,72,,,,,,,,,,,membrane,
X:\abcabc\Korra_Foundation\20250505_fish_transplant\0508_fish2_mem-mchilada_transmSG,2025-05-07,2025-05-08,2025-05-08 00:00:00,,"spinal_cord, skin, muscle, tail",,,,,membrane,membrane,casper/rnf,casper/rnf,"2xLynk:mChilada, 2xLynk:mSG",,,,korra,20250606_skittlez,2025-05-08,fish13_roi2,,,,casper/rnf,casper/rnf,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish13_roi2,fish13_roi2,fish13_roi2,72,,,,,,,,,,,membrane,
X:\abcabc\Korra_Foundation\20250505_fish_transplant\0507_fish1_mchilada_mitoHalo_transmSG,2025-05-06,2025-05-07,2025-05-07 00:00:00,,"spinal_cord, skin, muscle, tail",,,,,"Actin,membrane","Actin,membrane",casper/rnf,casper/rnf,"Lifeact:Halo, 2xLynk:mSG",,,,korra,20250606_skittlez,2025-05-07,fish14_roi1,,,,casper/rnf,casper/rnf,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish14_roi1,fish14_roi1,fish14_roi1,72,,,,,,,,,,,mitochondria,
X:\abcabc\Korra_Foundation\20250505_fish_transplant\0506_fish1_memSG_lamp-SG_transmSC_14somite,2025-05-05,2025-05-06,2025-05-06 00:00:00,17:00:00,"spinal_cord, skin, muscle, tail",,12:00:00,,23:45:00,"Lysosomes,membrane","Lysosomes,membrane",ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),"LAMP1:mSG, 2xLynk:mScarlet3-S2",,,,korra,20250606_skittlez,2025-05-06,fish14_roi2,pDQM005:301,pDQM005,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish14_roi2,fish14_roi2,fish14_roi2,72,,MGCO-15,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mStayGold::LAMP1(N),lysosome,mStayGold(lysosome),mStayGold::LAMP1(N)(lysosome),"lysosome,membrane","tdmSG(membrane),mStayGold(lysosome)"
X:\abcabc\Korra_Foundation\20250505_fish_transplant\0506_fish2_memSG_vemHalo_transmSC,2025-05-05,2025-05-06,2025-05-06 00:00:00,9:50 AM (day+1),"spinal_cord, skin, muscle, tail",,17:15:00,,17:00:00,"Intermediate Filaments,membrane","Intermediate Filaments,membrane",ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),"Vimentin:Halo, 2xLynk:mScarlet3-S2",,,,korra,20250606_skittlez,2025-05-06,fish14_roi3,pDQM005:301,pDQM005,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish14_roi3,fish14_roi3,fish14_roi3,72,,MGCO-22,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),Halo,,Halo,Halo,membrane,"tdmSG(membrane),Halo"
X:\abcabc\Korra_Foundation\20250505_fish_transplant\0505_fish1_14somite,2025-05-04,2025-05-05,2025-05-05 00:00:00,5 AM (day+1),"spinal_cord, skin, muscle, tail",,15:30:00,,15:00:00,nuclei,nuclei,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),mScarlet3-S2:H2B,,,,korra,20250606_skittlez,2025-05-05,fish15_roi1,pDQM005:301,pDQM005,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish15_roi1,fish15_roi1,fish15_roi1,72,,pDQM117,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
X:\abcabc\Korra_Foundation\20250429_mem_cytosol\fish4_mem-halo_48hpf,2025-04-29,2025-05-01,2025-04-30 00:00:00,,"hindbrain, spinal_cord, skin, muscle, notochord, blood vessel",DT,,,,cytosol,cytosol,membrane Halo,membrane Halo,,ef1a:mGold2s,,,korra,20250606_skittlez,2025-05-01,fish15_roi2,Swinburne:Swinburne,Swinburne,,membrane Halo,membrane Halo,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish15_roi2,fish15_roi2,fish15_roi2,72,pDQM140,,,,,,mGold2s,,mGold2s,mGold2s,membrane,mGold2s
X:\abcabc\Korra_Foundation\20250429_mem_cytosol\fish2_48hpf,2025-04-28,2025-04-30,2025-04-29 00:00:00,17:00:00,"hindbrain, spinal_cord, skin, muscle",DH,12:00:00,,23:30:00,cytosol,cytosol,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,ef1a:mGold2s,,,korra,20250606_skittlez,2025-04-30,fish15_roi3,pDQM005:301,pDQM005,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish15_roi3,fish15_roi3,fish15_roi3,72,pDQM140,,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mGold2s,,mGold2s,mGold2s,membrane,"tdmSG(membrane),mGold2s"
X:\abcabc\Korra_Foundation\20250429_mem_cytosol\fish3_mem-halo_24hpf,2025-04-29,2025-04-30,2025-04-30 00:00:00,,"spinal_cord, skin, muscle, notochord, hindbrain",DH,18:30:00,,17:30:00,cytosol,cytosol,membrane Halo,membrane Halo,,ef1a:mGold2s,,,korra,20250606_skittlez,2025-04-30,fish1_roi1,Swinburne:Swinburne,Swinburne,,membrane Halo,membrane Halo,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish1_roi1,fish1_roi1,fish1_roi1,48,pDQM140,,,,,,mGold2s,,mGold2s,mGold2s,membrane,mGold2s
X:\abcabc\Korra_Foundation\20250429_mem_cytosol\fish1_24hpf,2025-04-28,2025-04-29,2025-04-29 00:00:00,10:20 AM (day+1),brain,VHUHD,13:00:00,,12:45:00,cytosol,cytosol,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,ef1a:mGold2s,,,korra,20250606_skittlez,2025-04-29,fish2_roi1,pDQM005:301,pDQM005,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish2_roi1,fish2_roi1,fish2_roi1,48,pDQM140,,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mGold2s,,mGold2s,mGold2s,membrane,"tdmSG(membrane),mGold2s"
X:\abcabc\Korra_Foundation\20250428_mem_histone\fish1_72hpf,2025-04-26,2025-04-28,2025-04-27 00:00:00,,"spinal_cord, skin, muscle, tail, notochord, hindbrain, blood vessel",DT,14:30:00,,12:30:00,nuclei,nuclei,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),mScarlet3-S2:H2B,,,,korra,20250606_skittlez,2025-04-28,fish3_roi1,pDQM005:301,pDQM005,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish3_roi1,fish3_roi1,fish3_roi1,48,,pDQM117,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","tdmSG(membrane),mScarlet3S2(histone)"
U:\Data\20240911_Korra_Foundation\20250424_mGold2_cytosolic,2025-04-22,2025-04-24,2025-04-21 00:00:00,,,DT,mGold2 cytosolic test (140),,,cytosol,cytosol,casper/rnf,casper/rnf,,ef1a:mGold2s,,,korra,20250606_skittlez,2025-04-24,fish4_roi1,,,,casper/rnf,casper/rnf,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish4_roi1,fish4_roi1,fish4_roi1,48,pDQM140,,,,,,mGold2s,,mGold2s,mGold2s,,mGold2s
U:\Data\20240911_Korra_Foundation\20250424_mGold2_cytosolic,2025-04-22,2025-04-24,2025-04-21 00:00:00,,,DT,mGold2 cytosolic test (141),,00:00:00,cytosol,cytosol,casper/rnf,casper/rnf,,ef1a:mGold2t,,,korra,20250606_skittlez,2025-04-24,fish6_roi1,,,,casper/rnf,casper/rnf,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish6_roi1,fish6_roi1,fish6_roi1,48,pDQM141,,,,,,mGold2t,,mGold2t,mGold2t,,mGold2t
U:\Data\20240911_Korra_Foundation\20250424_mGold2_cytosolic\141_largeFOV,2025-04-22,2025-04-24,2025-04-21 00:00:00,,"hindbrain, spinal_cord, skin, muscle, notochord, tail",DT,17:20:00,,17:00:00,cytosol,cytosol,casper/rnf,casper/rnf,,ef1a:mGold2t,,,korra,20250606_skittlez,2025-04-24,fish7_roi1,,,,casper/rnf,casper/rnf,/clusterfs/vast/abcabc/Korra_Foundation/20250606_skittlez/fish7_roi1,fish7_roi1,fish7_roi1,48,pDQM141,,,,,,mGold2t,,mGold2t,mGold2t,,mGold2t
